Genome	Genome ID	Accession	BRC ID	RefSeq Locus Tag	Alt Locus Tag	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	FIGfam ID	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	Protein ID	AA Length	Gene Symbol	Product	GO
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.838"	"BT_0822"	"VBIBacThe70966_0838"	"PATRIC.226186.12.NC_004663.CDS.1015062.1015865.fwd"	"PATRIC"	"CDS"	1015062	1015865	804	"+"	"FIG00882049"	"PLF_816_00000441"	"PGF_10420457"	"NP_809735.1"	267		"MBL-fold metallo-hydrolase superfamily"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.839"	"BT_0823"	"VBIBacThe70966_0839"	"PATRIC.226186.12.NC_004663.CDS.1016996.1018402.rev"	"PATRIC"	"CDS"	1016996	1018402	1407	"-"	"FIG00001411"	"PLF_816_00000730"	"PGF_00066263"	"NP_809736.2"	468		"Uronate isomerase (EC 5.3.1.12)"	"GO:0008880|glucuronate isomerase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.840"		"VBIBacThe70966_0840"	"PATRIC.226186.12.NC_004663.CDS.1018389.1018529.fwd"	"PATRIC"	"CDS"	1018389	1018529	141	"+"		"PLF_816_00125467"	"PGF_08168416"		46		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.841"	"BT_0824"	"VBIBacThe70966_0841"	"PATRIC.226186.12.NC_004663.CDS.1018641.1019669.fwd"	"PATRIC"	"CDS"	1018641	1019669	1029	"+"	"FIG01391200"	"PLF_816_00005109"	"PGF_00764778"	"NP_809737.1"	342		"Transcriptional regulator, LacI/PurR family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.842"	"BT_0825"	"VBIBacThe70966_0842"	"PATRIC.226186.12.NC_004663.CDS.1019696.1021135.fwd"	"PATRIC"	"CDS"	1019696	1021135	1440	"+"	"FIG00002628"	"PLF_816_00002295"	"PGF_00049721"	"NP_809738.1"	479		"Altronate oxidoreductase (EC 1.1.1.58)"	"GO:0009026|tagaturonate reductase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.843"	"BT_0826"	"VBIBacThe70966_0843"	"PATRIC.226186.12.NC_004663.CDS.1021253.1021786.rev"	"PATRIC"	"CDS"	1021253	1021786	534	"-"	"FIG00937140"	"PLF_816_00022369"	"PGF_00857526"	"NP_809739.1"	177		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.844"	"BT_0827"	"VBIBacThe70966_0844"	"PATRIC.226186.12.NC_004663.CDS.1021802.1022899.rev"	"PATRIC"	"CDS"	1021802	1022899	1098	"-"	"FIG00938690"	"PLF_816_00005040"	"PGF_08225224"	"NP_809740.1"	365		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.105"	"BT_0109"	"VBIBacThe70966_0105"	"PATRIC.226186.12.NC_004663.CDS.102266.102694.rev"	"PATRIC"	"CDS"	102266	102694	429	"-"	"FIG01347142"	"PLF_816_00002084"	"PGF_07230126"	"NP_809022.1"	142		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.845"	"BT_0828"	"VBIBacThe70966_0845"	"PATRIC.226186.12.NC_004663.CDS.1023067.1023537.fwd"	"PATRIC"	"CDS"	1023067	1023537	471	"+"	"FIG00000408"	"PLF_816_00003765"	"PGF_07115887"	"NP_809741.1"	156		"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)"	"GO:0008830|dTDP-4-dehydrorhamnose 3,5-epimerase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.846"	"BT_0829"	"VBIBacThe70966_0846"	"PATRIC.226186.12.NC_004663.CDS.1023557.1024870.fwd"	"PATRIC"	"CDS"	1023557	1024870	1314	"+"	"FIG00000532"	"PLF_816_00000007"	"PGF_10410292"	"NP_809742.1"	437		"UDP-glucose 6-dehydrogenase (EC 1.1.1.22)"	"GO:0003979|UDP-glucose 6-dehydrogenase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.847"	"BT_0830"	"VBIBacThe70966_0847"	"PATRIC.226186.12.NC_004663.CDS.1024908.1025705.fwd"	"PATRIC"	"CDS"	1024908	1025705	798	"+"	"FIG00939334"	"PLF_816_00005252"	"PGF_04160965"	"NP_809743.1"	265		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.848"	"BT_0831"	"VBIBacThe70966_0848"	"PATRIC.226186.12.NC_004663.CDS.1025717.1026985.rev"	"PATRIC"	"CDS"	1025717	1026985	1269	"-"	"FIG01231651"	"PLF_816_00000412"	"PGF_00017265"	"NP_809744.1"	422		"ATP-dependent RNA helicase"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.849"	"BT_0832"	"VBIBacThe70966_0849"	"PATRIC.226186.12.NC_004663.CDS.1027033.1028325.rev"	"PATRIC"	"CDS"	1027033	1028325	1293	"-"	"FIG00000149"	"PLF_816_00000634"	"PGF_03116802"	"NP_809745.1"	430		"Phosphoserine phosphatase (EC 3.1.3.3)"	"GO:0004647|phosphoserine phosphatase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.106"	"BT_0110"	"VBIBacThe70966_0106"	"PATRIC.226186.12.NC_004663.CDS.102836.103696.rev"	"PATRIC"	"CDS"	102836	103696	861	"-"	"FIG01332075"	"PLF_816_00007034"	"PGF_06245548"	"NP_809023.1"	286		"Tetracycline resistance element mobilization regulatory protein RteC"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.850"	"BT_0833"	"VBIBacThe70966_0850"	"PATRIC.226186.12.NC_004663.CDS.1028530.1029036.fwd"	"PATRIC"	"CDS"	1028530	1029036	507	"+"	"FIG01347936"	"PLF_816_00001057"	"PGF_00852630"	"NP_809746.1"	168		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.851"	"BT_0834"	"VBIBacThe70966_0851"	"PATRIC.226186.12.NC_004663.CDS.1029215.1030312.rev"	"PATRIC"	"CDS"	1029215	1030312	1098	"-"	"FIG01288841"	"PLF_816_00000532"	"PGF_00409350"	"NP_809747.1"	365		"Lipopolysaccharide export system permease protein LptG"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.852"	"BT_0835"	"VBIBacThe70966_0852"	"PATRIC.226186.12.NC_004663.CDS.1030316.1031446.rev"	"PATRIC"	"CDS"	1030316	1031446	1131	"-"	"FIG00000274"	"PLF_816_00000261"	"PGF_02061452"	"NP_809748.1"	376		"Queuine tRNA-ribosyltransferase (EC 2.4.2.29)"	"GO:0008479|queuine tRNA-ribosyltransferase activity"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.853"	"BT_0836"	"VBIBacThe70966_0853"	"PATRIC.226186.12.NC_004663.CDS.1031443.1031928.rev"	"PATRIC"	"CDS"	1031443	1031928	486	"-"	"FIG00132617"	"PLF_816_00000112"	"PGF_04438983"	"NP_809749.1"	161		"ATP-dependent protease La (EC 3.4.21.53) Type I"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.854"	"BT_0837"	"VBIBacThe70966_0854"	"PATRIC.226186.12.NC_004663.CDS.1032027.1033907.rev"	"PATRIC"	"CDS"	1032027	1033907	1881	"-"	"FIG00132617"	"PLF_816_00000112"	"PGF_04438983"	"NP_809750.1"	626		"ATP-dependent protease La (EC 3.4.21.53) Type I"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.855"	"BT_0838"	"VBIBacThe70966_0855"	"PATRIC.226186.12.NC_004663.CDS.1034109.1034834.fwd"	"PATRIC"	"CDS"	1034109	1034834	726	"+"	"FIG01291286"	"PLF_816_00011972"	"PGF_05969969"	"NP_809751.1"	241		"tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase (EC 2.1.1.223)"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.856"		"VBIBacThe70966_0856"	"PATRIC.226186.12.NC_004663.CDS.1034994.1035152.rev"	"PATRIC"	"CDS"	1034994	1035152	159	"-"		"PLF_816_00122199"	"PGF_01056077"		52		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.857"	"BT_0840"	"VBIBacThe70966_0857"	"PATRIC.226186.12.NC_004663.CDS.1035447.1036151.rev"	"PATRIC"	"CDS"	1035447	1036151	705	"-"	"FIG00638284"	"PLF_816_00050582"	"PGF_08186090"	"NP_809753.1"	234		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.858"	"BT_0841"	"VBIBacThe70966_0858"	"PATRIC.226186.12.NC_004663.CDS.1036185.1036886.rev"	"PATRIC"	"CDS"	1036185	1036886	702	"-"	"FIG00638284"	"PLF_816_00050583"	"PGF_07627238"	"NP_809754.1"	233		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.859"		"VBIBacThe70966_0859"	"PATRIC.226186.12.NC_004663.CDS.1036864.1036992.fwd"	"PATRIC"	"CDS"	1036864	1036992	129	"+"		"PLF_816_00066130"	"PGF_07507403"		42		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.860"	"BT_0844"	"VBIBacThe70966_0860"	"PATRIC.226186.12.NC_004663.CDS.1037548.1037925.rev"	"PATRIC"	"CDS"	1037548	1037925	378	"-"	"FIG00638284"	"PLF_816_00050584"	"PGF_07542707"	"NP_809757.1"	125		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.861"	"BT_0846"	"VBIBacThe70966_0861"	"PATRIC.226186.12.NC_004663.CDS.1038548.1038907.rev"	"PATRIC"	"CDS"	1038548	1038907	360	"-"	"FIG00638284"	"PLF_816_00120749"	"PGF_00901037"	"NP_809759.1"	119		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.107"	"BT_0111"	"VBIBacThe70966_0107"	"PATRIC.226186.12.NC_004663.CDS.103864.104067.rev"	"PATRIC"	"CDS"	103864	104067	204	"-"	"FIG00638284"	"PLF_816_00151199"	"PGF_12702896"	"NP_809024.1"	67		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.862"	"BT_0848"	"VBIBacThe70966_0862"	"PATRIC.226186.12.NC_004663.CDS.1039292.1039510.rev"	"PATRIC"	"CDS"	1039292	1039510	219	"-"	"FIG00638284"	"PLF_816_00050585"	"PGF_07512790"	"NP_809761.1"	72		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.863"	"BT_0849"	"VBIBacThe70966_0863"	"PATRIC.226186.12.NC_004663.CDS.1039627.1039917.fwd"	"PATRIC"	"CDS"	1039627	1039917	291	"+"	"FIG00638284"	"PLF_816_00050586"	"PGF_07494219"	"NP_809762.1"	96		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.864"	"BT_0850"	"VBIBacThe70966_0864"	"PATRIC.226186.12.NC_004663.CDS.1039914.1040438.fwd"	"PATRIC"	"CDS"	1039914	1040438	525	"+"		"PLF_816_00050587"	"PGF_02586967"	"NP_809763.1"	174		"Transcriptional regulator"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.108"	"BT_0112"	"VBIBacThe70966_0108"	"PATRIC.226186.12.NC_004663.CDS.104093.104998.rev"	"PATRIC"	"CDS"	104093	104998	906	"-"	"FIG01349997"	"PLF_816_00028143"	"PGF_03342342"	"NP_809025.1"	301		"Uncharacterized membrane protein, YraQ family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.865"	"BT_0853"	"VBIBacThe70966_0865"	"PATRIC.226186.12.NC_004663.CDS.1041653.1042408.rev"	"PATRIC"	"CDS"	1041653	1042408	756	"-"	"FIG01312498"	"PLF_816_00124327"	"PGF_02630640"	"NP_809766.1"	251		"Methyltransferase type 11"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.866"	"BT_0854"	"VBIBacThe70966_0866"	"PATRIC.226186.12.NC_004663.CDS.1042538.1042732.fwd"	"PATRIC"	"CDS"	1042538	1042732	195	"+"	"FIG00638284"	"PLF_816_00006132"	"PGF_00886625"	"NP_809767.1"	64		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.867"	"BT_0855"	"VBIBacThe70966_0867"	"PATRIC.226186.12.NC_004663.CDS.1043365.1044642.rev"	"PATRIC"	"CDS"	1043365	1044642	1278	"-"	"FIG01308481"	"PLF_816_00004710"	"PGF_04723368"	"NP_809768.1"	425		"Two-component system sensor histidine kinase"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.868"	"BT_0856"	"VBIBacThe70966_0868"	"PATRIC.226186.12.NC_004663.CDS.1044639.1046015.rev"	"PATRIC"	"CDS"	1044639	1046015	1377	"-"	"FIG00003808"	"PLF_816_00001033"	"PGF_09666309"	"NP_809769.1"	458		"Two-component transcriptional response regulator, LuxR family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.869"	"BT_0857"	"VBIBacThe70966_0869"	"PATRIC.226186.12.NC_004663.CDS.1046230.1047702.fwd"	"PATRIC"	"CDS"	1046230	1047702	1473	"+"	"FIG01111221"	"PLF_816_00022478"	"PGF_00857588"	"NP_809770.1"	490		"outer membrane protein TolC, putative"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.870"	"BT_0858"	"VBIBacThe70966_0870"	"PATRIC.226186.12.NC_004663.CDS.1047752.1049002.fwd"	"PATRIC"	"CDS"	1047752	1049002	1251	"+"	"FIG01311360"	"PLF_816_00004379"	"PGF_10509026"	"NP_809771.1"	416		"RND efflux system, membrane fusion protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.871"	"BT_0859"	"VBIBacThe70966_0871"	"PATRIC.226186.12.NC_004663.CDS.1049017.1051392.fwd"	"PATRIC"	"CDS"	1049017	1051392	2376	"+"	"FIG01401930"	"PLF_816_00124849"	"PGF_03730047"	"NP_809772.1"	791		"Acidobacterial duplicated orphan permease (function unknown)"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.109"		"VBIBacThe70966_0109"	"PATRIC.226186.12.NC_004663.CDS.105017.105145.rev"	"PATRIC"	"CDS"	105017	105145	129	"-"		"PLF_816_00112626"	"PGF_07519685"		42		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.872"	"BT_0860"	"VBIBacThe70966_0872"	"PATRIC.226186.12.NC_004663.CDS.1051442.1052116.fwd"	"PATRIC"	"CDS"	1051442	1052116	675	"+"	"FIG00007923"	"PLF_816_00001078"	"PGF_10347576"	"NP_809773.1"	224		"ABC-type antimicrobial peptide transport system, ATPase component"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.873"	"BT_0861"	"VBIBacThe70966_0873"	"PATRIC.226186.12.NC_004663.CDS.1052134.1054479.fwd"	"PATRIC"	"CDS"	1052134	1054479	2346	"+"	"FIG01326076"	"PLF_816_00009343"	"PGF_03730047"	"NP_809774.1"	781		"Acidobacterial duplicated orphan permease (function unknown)"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.110"		"VBIBacThe70966_0110"	"PATRIC.226186.12.NC_004663.CDS.105337.105540.fwd"	"PATRIC"	"CDS"	105337	105540	204	"+"	"FIG00638284"	"PLF_816_00039977"	"PGF_00868777"		67		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.874"	"BT_0862"	"VBIBacThe70966_0874"	"PATRIC.226186.12.NC_004663.CDS.1054495.1056828.fwd"	"PATRIC"	"CDS"	1054495	1056828	2334	"+"	"FIG01326076"	"PLF_816_00136081"	"PGF_03730047"	"NP_809775.1"	777		"Acidobacterial duplicated orphan permease (function unknown)"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.111"	"BT_0114"	"VBIBacThe70966_0111"	"PATRIC.226186.12.NC_004663.CDS.105527.106573.rev"	"PATRIC"	"CDS"	105527	106573	1047	"-"	"FIG00008889"	"PLF_816_00004558"	"PGF_00065238"	"NP_809027.1"	348		"Arsenical-resistance protein ACR3"	"GO:0006814|sodium ion transport;GO:0008508|bile acid:sodium symporter activity;GO:0016020|membrane"
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.875"	"BT_0863"	"VBIBacThe70966_0875"	"PATRIC.226186.12.NC_004663.CDS.1056852.1059260.fwd"	"PATRIC"	"CDS"	1056852	1059260	2409	"+"	"FIG01428615"	"PLF_816_00016021"	"PGF_03730047"	"NP_809776.1"	802		"Acidobacterial duplicated orphan permease (function unknown)"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.876"	"BT_0864"	"VBIBacThe70966_0876"	"PATRIC.226186.12.NC_004663.CDS.1059303.1061645.fwd"	"PATRIC"	"CDS"	1059303	1061645	2343	"+"	"FIG00638284"	"PLF_816_00021449"	"PGF_03730047"	"NP_809777.1"	780		"Acidobacterial duplicated orphan permease (function unknown)"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.877"	"BT_0865"	"VBIBacThe70966_0877"	"PATRIC.226186.12.NC_004663.CDS.1061861.1063183.rev"	"PATRIC"	"CDS"	1061861	1063183	1323	"-"	"FIG01383303"	"PLF_816_00025528"	"PGF_00406559"	"NP_809778.1"	440		"putative chitobiase"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.878"	"BT_0866"	"VBIBacThe70966_0878"	"PATRIC.226186.12.NC_004663.CDS.1063214.1065112.rev"	"PATRIC"	"CDS"	1063214	1065112	1899	"-"		"PLF_816_00002796"	"PGF_04922998"	"NP_809779.1"	632		"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.879"	"BT_0867"	"VBIBacThe70966_0879"	"PATRIC.226186.12.NC_004663.CDS.1065133.1068345.rev"	"PATRIC"	"CDS"	1065133	1068345	3213	"-"	"FIG01260980"	"PLF_816_00001923"	"PGF_02755714"	"NP_809780.1"	1070		"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.112"	"BT_0115"	"VBIBacThe70966_0112"	"PATRIC.226186.12.NC_004663.CDS.106586.107038.rev"	"PATRIC"	"CDS"	106586	107038	453	"-"	"FIG00000770"	"PLF_816_00004213"	"PGF_01899098"	"NP_809028.1"	150		"Arsenate reductase (EC 1.20.4.4) thioredoxin-coupled, LMWP family"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.880"	"BT_0868"	"VBIBacThe70966_0880"	"PATRIC.226186.12.NC_004663.CDS.1069072.1069455.fwd"	"PATRIC"	"CDS"	1069072	1069455	384	"+"	"FIG00638284"	"PLF_816_00021761"	"PGF_00307717"	"NP_809781.1"	127		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.881"	"BT_0869"	"VBIBacThe70966_0881"	"PATRIC.226186.12.NC_004663.CDS.1069481.1069828.fwd"	"PATRIC"	"CDS"	1069481	1069828	348	"+"	"FIG00638284"	"PLF_816_00014211"	"PGF_00088706"	"NP_809782.1"	115		"hypothetical protein"	
"Bacteroides thetaiotaomicron VPI-5482"	"226186.12"	"NC_004663"	"fig|226186.12.peg.882"	"BT_0870"	"VBIBacThe70966_0882"	"PATRIC.226186.12.NC_004663.CDS.1069916.1071100.rev"	"PATRIC"	"CDS"	1069916	1071100	1185	"-"	"FIG00051001"	"PLF_816_00005522"	"PGF_00054204"	"NP_809783.1"	394		"Serine palmitoyltransferase (EC 2.3.1.50)"	"GO:0004758|serine C-palmitoyltransferase activity"
